"seller_id","seller_name","seller_address","seller_delivery_method"
2098,"Seller MSeller ASeller J","Seller Address 35","Express Shipping"
3845,"Seller DSeller ASeller C","Seller Address 73","Courier"
2380,"Seller JSeller MSeller J","Seller Address 33","Pickup"
5362,"Seller OSeller ZSeller J","Seller Address 41","Express Shipping"
8670,"Seller CSeller JSeller P","Seller Address 14","Express Shipping"
2901,"Seller FSeller ESeller S","Seller Address 73","Pickup"
2994,"Seller ISeller NSeller U","Seller Address 1","Standard Shipping"
1093,"Seller WSeller TSeller L","Seller Address 11","Standard Shipping"
1309,"Seller USeller XSeller F","Seller Address 89","Pickup"
7574,"Seller SSeller PSeller U","Seller Address 68","Courier"
4256,"Seller ISeller ASeller Q","Seller Address 10","Standard Shipping"
7038,"Seller GSeller TSeller W","Seller Address 36","Standard Shipping"
5682,"Seller DSeller ZSeller U","Seller Address 12","Pickup"
7094,"Seller ASeller NSeller V","Seller Address 5","Express Shipping"
1285,"Seller RSeller XSeller F","Seller Address 95","Courier"
6572,"Seller GSeller ZSeller J","Seller Address 55","Courier"
4570,"Seller GSeller ISeller F","Seller Address 26","Express Shipping"
6453,"Seller ESeller ISeller X","Seller Address 94","Standard Shipping"
7356,"Seller PSeller OSeller O","Seller Address 10","Pickup"
6215,"Seller KSeller FSeller H","Seller Address 26","Pickup"
7190,"Seller LSeller NSeller L","Seller Address 84","Express Shipping"
4482,"Seller RSeller RSeller S","Seller Address 33","Pickup"
6494,"Seller ASeller QSeller T","Seller Address 25","Pickup"
9554,"Seller OSeller CSeller P","Seller Address 97","Courier"
2525,"Seller YSeller YSeller N","Seller Address 52","Express Shipping"
5513,"Seller MSeller LSeller D","Seller Address 94","Standard Shipping"
4272,"Seller ASeller ESeller Z","Seller Address 38","Express Shipping"
7747,"Seller ESeller VSeller I","Seller Address 12","Standard Shipping"
2174,"Seller OSeller SSeller V","Seller Address 80","Courier"
7584,"Seller BSeller OSeller H","Seller Address 13","Courier"
8456,"Seller FSeller JSeller D","Seller Address 50","Express Shipping"
7614,"Seller ZSeller JSeller U","Seller Address 34","Standard Shipping"
1434,"Seller QSeller LSeller U","Seller Address 3","Express Shipping"
5383,"Seller YSeller KSeller D","Seller Address 83","Standard Shipping"
6292,"Seller VSeller YSeller N","Seller Address 13","Pickup"
6519,"Seller ESeller SSeller C","Seller Address 13","Standard Shipping"
8819,"Seller RSeller ZSeller N","Seller Address 93","Courier"
3766,"Seller RSeller BSeller Z","Seller Address 26","Standard Shipping"
2447,"Seller FSeller PSeller H","Seller Address 37","Express Shipping"
3915,"Seller BSeller BSeller M","Seller Address 19","Courier"
5818,"Seller USeller NSeller T","Seller Address 85","Standard Shipping"
4923,"Seller QSeller DSeller F","Seller Address 2","Courier"
3645,"Seller DSeller HSeller H","Seller Address 84","Pickup"
2614,"Seller USeller JSeller U","Seller Address 79","Standard Shipping"
5581,"Seller ESeller USeller R","Seller Address 56","Express Shipping"
1087,"Seller BSeller PSeller H","Seller Address 48","Express Shipping"
2250,"Seller KSeller ESeller D","Seller Address 33","Standard Shipping"
8524,"Seller FSeller ISeller M","Seller Address 69","Express Shipping"
7518,"Seller PSeller VSeller Y","Seller Address 45","Standard Shipping"
2697,"Seller QSeller FSeller J","Seller Address 15","Express Shipping"
9630,"Seller VSeller DSeller N","Seller Address 89","Standard Shipping"
3796,"Seller TSeller BSeller E","Seller Address 32","Pickup"
6480,"Seller LSeller ASeller P","Seller Address 8","Standard Shipping"
2943,"Seller LSeller CSeller H","Seller Address 86","Express Shipping"
8858,"Seller ASeller TSeller W","Seller Address 7","Courier"
7118,"Seller PSeller JSeller G","Seller Address 18","Express Shipping"
5740,"Seller ESeller ISeller H","Seller Address 65","Courier"
5621,"Seller DSeller YSeller I","Seller Address 83","Standard Shipping"
4093,"Seller ISeller DSeller V","Seller Address 32","Courier"
4034,"Seller NSeller JSeller Z","Seller Address 88","Express Shipping"
6524,"Seller RSeller CSeller F","Seller Address 64","Express Shipping"
3417,"Seller PSeller QSeller U","Seller Address 29","Courier"
1166,"Seller USeller JSeller D","Seller Address 80","Courier"
6668,"Seller RSeller RSeller C","Seller Address 81","Pickup"
1329,"Seller GSeller DSeller C","Seller Address 57","Courier"
3192,"Seller XSeller QSeller L","Seller Address 73","Pickup"
8236,"Seller QSeller OSeller C","Seller Address 80","Express Shipping"
9426,"Seller HSeller USeller B","Seller Address 66","Pickup"
7024,"Seller YSeller PSeller R","Seller Address 15","Express Shipping"
2084,"Seller KSeller TSeller P","Seller Address 91","Express Shipping"
3067,"Seller JSeller HSeller H","Seller Address 51","Pickup"
3932,"Seller XSeller VSeller N","Seller Address 83","Standard Shipping"
4556,"Seller HSeller HSeller D","Seller Address 44","Courier"
4169,"Seller JSeller ISeller D","Seller Address 30","Courier"
2204,"Seller LSeller XSeller V","Seller Address 72","Courier"
6426,"Seller PSeller HSeller I","Seller Address 74","Standard Shipping"
7981,"Seller KSeller USeller T","Seller Address 75","Standard Shipping"
6276,"Seller DSeller ZSeller Y","Seller Address 3","Courier"
4752,"Seller OSeller RSeller R","Seller Address 86","Standard Shipping"
2512,"Seller ASeller OSeller V","Seller Address 39","Standard Shipping"
8031,"Seller XSeller XSeller A","Seller Address 42","Courier"
5506,"Seller USeller USeller S","Seller Address 66","Standard Shipping"
1228,"Seller DSeller NSeller W","Seller Address 18","Express Shipping"
5268,"Seller PSeller BSeller F","Seller Address 29","Pickup"
6902,"Seller WSeller HSeller K","Seller Address 18","Express Shipping"
9476,"Seller USeller LSeller J","Seller Address 12","Standard Shipping"
6454,"Seller VSeller DSeller H","Seller Address 61","Standard Shipping"
2961,"Seller CSeller FSeller Y","Seller Address 99","Pickup"
8291,"Seller YSeller TSeller F","Seller Address 34","Courier"
5320,"Seller YSeller RSeller D","Seller Address 83","Pickup"
2379,"Seller RSeller FSeller Y","Seller Address 83","Express Shipping"
1538,"Seller NSeller ASeller D","Seller Address 32","Pickup"
2818,"Seller WSeller MSeller N","Seller Address 38","Pickup"
5854,"Seller ZSeller HSeller F","Seller Address 6","Courier"
7353,"Seller HSeller YSeller U","Seller Address 9","Standard Shipping"
4081,"Seller SSeller ESeller V","Seller Address 38","Express Shipping"
8301,"Seller PSeller FSeller X","Seller Address 34","Standard Shipping"
9990,"Seller FSeller XSeller O","Seller Address 86","Standard Shipping"
6294,"Seller HSeller MSeller K","Seller Address 36","Express Shipping"
8315,"Seller DSeller SSeller C","Seller Address 20","Courier"
4574,"Seller DSeller RSeller I","Seller Address 100","Standard Shipping"
6873,"Seller ZSeller NSeller M","Seller Address 48","Pickup"
9626,"Seller MSeller LSeller V","Seller Address 95","Standard Shipping"
5370,"Seller ASeller WSeller P","Seller Address 90","Pickup"
1456,"Seller MSeller BSeller Y","Seller Address 10","Standard Shipping"
1981,"Seller LSeller BSeller G","Seller Address 68","Standard Shipping"
3415,"Seller BSeller YSeller Y","Seller Address 56","Courier"
6493,"Seller DSeller ISeller H","Seller Address 64","Express Shipping"
9542,"Seller PSeller HSeller U","Seller Address 32","Courier"
9073,"Seller CSeller DSeller Y","Seller Address 58","Courier"
9225,"Seller QSeller SSeller P","Seller Address 43","Courier"
1904,"Seller XSeller NSeller L","Seller Address 38","Express Shipping"
9097,"Seller BSeller GSeller L","Seller Address 34","Courier"
8943,"Seller BSeller HSeller R","Seller Address 87","Pickup"
5771,"Seller ZSeller FSeller B","Seller Address 83","Express Shipping"
4531,"Seller DSeller HSeller H","Seller Address 54","Express Shipping"
9849,"Seller CSeller ASeller C","Seller Address 98","Pickup"
7807,"Seller CSeller VSeller U","Seller Address 57","Express Shipping"
2695,"Seller HSeller TSeller R","Seller Address 57","Express Shipping"
8159,"Seller TSeller YSeller Z","Seller Address 22","Standard Shipping"
8630,"Seller BSeller HSeller S","Seller Address 1","Express Shipping"
7739,"Seller TSeller VSeller X","Seller Address 2","Courier"
1000,"Seller WSeller WSeller K","Seller Address 4","Pickup"
6737,"Seller ZSeller ZSeller V","Seller Address 11","Pickup"
2337,"Seller FSeller WSeller O","Seller Address 42","Standard Shipping"
8724,"Seller ZSeller LSeller K","Seller Address 61","Express Shipping"
2920,"Seller RSeller KSeller Y","Seller Address 22","Pickup"
5067,"Seller USeller RSeller L","Seller Address 54","Express Shipping"
5244,"Seller MSeller NSeller W","Seller Address 17","Pickup"
7719,"Seller HSeller OSeller R","Seller Address 93","Courier"
3580,"Seller RSeller MSeller K","Seller Address 55","Pickup"
4508,"Seller FSeller KSeller O","Seller Address 62","Express Shipping"
1368,"Seller RSeller ZSeller E","Seller Address 74","Courier"
3485,"Seller ESeller ESeller Z","Seller Address 99","Pickup"
3704,"Seller ESeller KSeller L","Seller Address 3","Pickup"
4629,"Seller BSeller NSeller L","Seller Address 55","Pickup"
5790,"Seller TSeller GSeller F","Seller Address 78","Standard Shipping"
2039,"Seller TSeller QSeller F","Seller Address 17","Courier"
2423,"Seller OSeller ASeller R","Seller Address 69","Courier"
3759,"Seller USeller ASeller O","Seller Address 43","Pickup"
7481,"Seller ZSeller ZSeller Z","Seller Address 16","Standard Shipping"
9829,"Seller HSeller ISeller F","Seller Address 67","Pickup"
7173,"Seller OSeller CSeller Z","Seller Address 45","Standard Shipping"
1775,"Seller YSeller CSeller T","Seller Address 87","Pickup"
5210,"Seller SSeller QSeller J","Seller Address 13","Pickup"
8169,"Seller MSeller DSeller Q","Seller Address 45","Standard Shipping"
5566,"Seller LSeller HSeller H","Seller Address 35","Standard Shipping"
5485,"Seller LSeller ISeller O","Seller Address 49","Standard Shipping"
5933,"Seller ISeller NSeller A","Seller Address 95","Courier"
8149,"Seller VSeller USeller B","Seller Address 87","Courier"
7714,"Seller ISeller JSeller Z","Seller Address 30","Standard Shipping"
2099,"Seller FSeller SSeller D","Seller Address 35","Pickup"
8003,"Seller ISeller ASeller E","Seller Address 87","Courier"
8584,"Seller ASeller ZSeller Z","Seller Address 6","Standard Shipping"
7812,"Seller ZSeller MSeller N","Seller Address 51","Courier"
2527,"Seller YSeller WSeller A","Seller Address 46","Standard Shipping"
1331,"Seller JSeller KSeller J","Seller Address 85","Express Shipping"
1722,"Seller BSeller ISeller D","Seller Address 67","Pickup"
4377,"Seller LSeller KSeller Y","Seller Address 95","Courier"
5504,"Seller YSeller TSeller H","Seller Address 45","Standard Shipping"
3687,"Seller ISeller SSeller J","Seller Address 17","Express Shipping"
5203,"Seller GSeller MSeller G","Seller Address 73","Standard Shipping"
5891,"Seller XSeller PSeller A","Seller Address 68","Express Shipping"
8991,"Seller VSeller HSeller H","Seller Address 45","Express Shipping"
3452,"Seller GSeller VSeller G","Seller Address 59","Express Shipping"
4753,"Seller ASeller ISeller L","Seller Address 43","Standard Shipping"
1651,"Seller TSeller OSeller A","Seller Address 47","Pickup"
8072,"Seller ASeller PSeller X","Seller Address 22","Express Shipping"
9440,"Seller QSeller ISeller B","Seller Address 34","Standard Shipping"
3881,"Seller VSeller GSeller W","Seller Address 67","Standard Shipping"
2514,"Seller ESeller JSeller R","Seller Address 15","Standard Shipping"
1954,"Seller RSeller MSeller U","Seller Address 65","Express Shipping"
6382,"Seller JSeller ASeller E","Seller Address 19","Express Shipping"
7107,"Seller PSeller USeller H","Seller Address 6","Express Shipping"
6894,"Seller USeller WSeller F","Seller Address 74","Courier"
8680,"Seller XSeller SSeller F","Seller Address 39","Standard Shipping"
9129,"Seller CSeller ISeller M","Seller Address 69","Pickup"
3208,"Seller WSeller VSeller P","Seller Address 36","Pickup"
8113,"Seller YSeller PSeller T","Seller Address 32","Courier"
4106,"Seller RSeller OSeller B","Seller Address 73","Express Shipping"
5337,"Seller BSeller MSeller H","Seller Address 45","Pickup"
2950,"Seller RSeller MSeller Q","Seller Address 75","Courier"
9691,"Seller ISeller ZSeller A","Seller Address 69","Pickup"
5202,"Seller BSeller BSeller L","Seller Address 96","Courier"
2437,"Seller OSeller BSeller Q","Seller Address 14","Express Shipping"
9359,"Seller KSeller ASeller O","Seller Address 52","Pickup"
7939,"Seller XSeller RSeller U","Seller Address 6","Courier"
2422,"Seller ASeller XSeller Q","Seller Address 70","Express Shipping"
2872,"Seller LSeller SSeller U","Seller Address 76","Courier"
8459,"Seller ISeller ISeller B","Seller Address 77","Courier"
6409,"Seller ASeller XSeller R","Seller Address 73","Courier"
8128,"Seller MSeller OSeller E","Seller Address 46","Standard Shipping"
1090,"Seller NSeller ZSeller H","Seller Address 30","Pickup"
3492,"Seller XSeller ESeller B","Seller Address 32","Express Shipping"
4301,"Seller DSeller KSeller U","Seller Address 9","Courier"
7160,"Seller ZSeller LSeller C","Seller Address 47","Express Shipping"
2032,"Seller MSeller VSeller Y","Seller Address 74","Standard Shipping"
5885,"Seller RSeller DSeller I","Seller Address 24","Pickup"
6859,"Seller DSeller OSeller E","Seller Address 32","Pickup"
6664,"Seller ESeller VSeller E","Seller Address 33","Courier"
3246,"Seller USeller MSeller I","Seller Address 41","Courier"
1049,"Seller ISeller GSeller E","Seller Address 7","Express Shipping"
2798,"Seller ISeller HSeller Q","Seller Address 23","Standard Shipping"
6904,"Seller BSeller CSeller K","Seller Address 77","Courier"
1745,"Seller CSeller QSeller G","Seller Address 49","Pickup"
5339,"Seller CSeller USeller D","Seller Address 25","Standard Shipping"
1471,"Seller USeller SSeller A","Seller Address 79","Express Shipping"
6522,"Seller PSeller NSeller Y","Seller Address 40","Pickup"
8494,"Seller HSeller PSeller B","Seller Address 35","Pickup"
6911,"Seller BSeller ISeller A","Seller Address 73","Pickup"
9170,"Seller HSeller ZSeller H","Seller Address 90","Standard Shipping"
6412,"Seller ISeller ASeller K","Seller Address 39","Courier"
9880,"Seller ISeller TSeller S","Seller Address 84","Standard Shipping"
3816,"Seller DSeller FSeller H","Seller Address 73","Express Shipping"
4393,"Seller QSeller CSeller R","Seller Address 77","Express Shipping"
9491,"Seller CSeller BSeller Q","Seller Address 75","Courier"
5968,"Seller ZSeller USeller S","Seller Address 98","Standard Shipping"
5034,"Seller LSeller ASeller S","Seller Address 4","Courier"
2715,"Seller SSeller FSeller M","Seller Address 3","Express Shipping"
1760,"Seller QSeller NSeller A","Seller Address 59","Pickup"
3717,"Seller MSeller SSeller F","Seller Address 45","Express Shipping"
6012,"Seller USeller ASeller P","Seller Address 49","Express Shipping"
4464,"Seller WSeller MSeller H","Seller Address 37","Standard Shipping"
1604,"Seller FSeller TSeller L","Seller Address 45","Courier"
7231,"Seller CSeller RSeller S","Seller Address 44","Express Shipping"
6071,"Seller TSeller LSeller H","Seller Address 77","Pickup"
4318,"Seller SSeller USeller O","Seller Address 1","Courier"
6266,"Seller XSeller VSeller T","Seller Address 92","Courier"
2399,"Seller ASeller USeller H","Seller Address 97","Standard Shipping"
3240,"Seller ASeller JSeller C","Seller Address 58","Pickup"
3382,"Seller ESeller GSeller V","Seller Address 100","Express Shipping"
9436,"Seller DSeller TSeller P","Seller Address 58","Express Shipping"
1353,"Seller LSeller RSeller K","Seller Address 1","Standard Shipping"
3242,"Seller PSeller OSeller X","Seller Address 28","Pickup"
5217,"Seller GSeller ASeller B","Seller Address 87","Express Shipping"
2572,"Seller QSeller JSeller T","Seller Address 26","Courier"
2119,"Seller NSeller OSeller L","Seller Address 25","Standard Shipping"
7413,"Seller MSeller JSeller L","Seller Address 32","Courier"
4047,"Seller SSeller DSeller K","Seller Address 69","Pickup"
7711,"Seller ASeller SSeller K","Seller Address 76","Courier"
9372,"Seller PSeller USeller E","Seller Address 81","Express Shipping"
3768,"Seller ZSeller OSeller J","Seller Address 82","Express Shipping"
4364,"Seller FSeller ASeller Q","Seller Address 86","Courier"
5397,"Seller ESeller ASeller L","Seller Address 93","Pickup"
9137,"Seller VSeller PSeller G","Seller Address 78","Pickup"
6960,"Seller ISeller ZSeller K","Seller Address 96","Express Shipping"
2785,"Seller HSeller SSeller L","Seller Address 73","Express Shipping"
2195,"Seller PSeller TSeller S","Seller Address 45","Express Shipping"
3451,"Seller KSeller LSeller E","Seller Address 39","Express Shipping"
9927,"Seller HSeller MSeller D","Seller Address 67","Express Shipping"
2137,"Seller FSeller ESeller W","Seller Address 55","Pickup"
3449,"Seller QSeller PSeller Q","Seller Address 97","Express Shipping"
5344,"Seller CSeller VSeller Y","Seller Address 80","Courier"
9743,"Seller USeller RSeller N","Seller Address 59","Courier"
8437,"Seller ISeller MSeller N","Seller Address 65","Courier"
4016,"Seller YSeller BSeller Z","Seller Address 28","Standard Shipping"
2220,"Seller ISeller ESeller W","Seller Address 2","Standard Shipping"
6050,"Seller XSeller XSeller O","Seller Address 100","Courier"
2177,"Seller ZSeller TSeller Q","Seller Address 39","Courier"
3694,"Seller BSeller ISeller M","Seller Address 19","Pickup"
4334,"Seller MSeller XSeller T","Seller Address 22","Courier"
6291,"Seller XSeller OSeller A","Seller Address 39","Express Shipping"
1723,"Seller SSeller FSeller F","Seller Address 99","Pickup"
3771,"Seller NSeller WSeller R","Seller Address 89","Standard Shipping"
3820,"Seller OSeller QSeller I","Seller Address 29","Express Shipping"
5055,"Seller BSeller DSeller K","Seller Address 100","Standard Shipping"
3032,"Seller LSeller GSeller M","Seller Address 64","Pickup"
6439,"Seller VSeller FSeller J","Seller Address 91","Pickup"
5919,"Seller JSeller XSeller K","Seller Address 37","Pickup"
2288,"Seller OSeller CSeller Y","Seller Address 34","Pickup"
8792,"Seller LSeller WSeller L","Seller Address 9","Pickup"
7913,"Seller WSeller VSeller M","Seller Address 88","Express Shipping"
9453,"Seller VSeller WSeller S","Seller Address 6","Standard Shipping"
2934,"Seller YSeller OSeller G","Seller Address 61","Courier"
2712,"Seller ASeller TSeller G","Seller Address 71","Express Shipping"
9194,"Seller JSeller MSeller A","Seller Address 38","Express Shipping"
2814,"Seller TSeller QSeller E","Seller Address 71","Standard Shipping"
2155,"Seller YSeller RSeller R","Seller Address 47","Standard Shipping"
5539,"Seller PSeller PSeller Z","Seller Address 43","Express Shipping"
8480,"Seller RSeller ZSeller G","Seller Address 64","Express Shipping"
8446,"Seller MSeller ASeller X","Seller Address 64","Standard Shipping"
1812,"Seller ESeller PSeller Z","Seller Address 1","Pickup"
7840,"Seller TSeller ISeller F","Seller Address 95","Pickup"
7161,"Seller USeller KSeller X","Seller Address 38","Standard Shipping"
7406,"Seller PSeller SSeller W","Seller Address 57","Express Shipping"
2310,"Seller DSeller XSeller F","Seller Address 6","Standard Shipping"
9666,"Seller DSeller FSeller E","Seller Address 24","Courier"
1440,"Seller RSeller CSeller U","Seller Address 29","Express Shipping"
9575,"Seller QSeller PSeller H","Seller Address 6","Express Shipping"
9837,"Seller ASeller TSeller X","Seller Address 9","Standard Shipping"
5992,"Seller DSeller ASeller H","Seller Address 29","Express Shipping"
4959,"Seller MSeller QSeller H","Seller Address 46","Pickup"
1018,"Seller TSeller YSeller P","Seller Address 90","Pickup"
9655,"Seller MSeller HSeller K","Seller Address 88","Pickup"
7769,"Seller WSeller DSeller W","Seller Address 7","Standard Shipping"
8198,"Seller ASeller MSeller S","Seller Address 46","Standard Shipping"
2087,"Seller FSeller JSeller U","Seller Address 86","Standard Shipping"
7699,"Seller JSeller JSeller V","Seller Address 87","Standard Shipping"
3337,"Seller XSeller FSeller L","Seller Address 88","Express Shipping"
3299,"Seller USeller ASeller B","Seller Address 10","Express Shipping"
1332,"Seller BSeller FSeller F","Seller Address 49","Pickup"
2637,"Seller ESeller GSeller J","Seller Address 17","Standard Shipping"
5664,"Seller OSeller HSeller Y","Seller Address 20","Courier"
7762,"Seller ASeller MSeller V","Seller Address 13","Express Shipping"
5305,"Seller LSeller OSeller Z","Seller Address 79","Express Shipping"
7103,"Seller QSeller NSeller V","Seller Address 26","Express Shipping"
9336,"Seller VSeller ESeller V","Seller Address 32","Pickup"
8844,"Seller SSeller TSeller M","Seller Address 85","Express Shipping"
3077,"Seller BSeller BSeller K","Seller Address 83","Pickup"
4527,"Seller PSeller FSeller C","Seller Address 90","Standard Shipping"
2929,"Seller TSeller DSeller T","Seller Address 32","Pickup"
5348,"Seller BSeller MSeller S","Seller Address 78","Standard Shipping"
4878,"Seller ASeller VSeller J","Seller Address 75","Standard Shipping"
4912,"Seller GSeller FSeller Y","Seller Address 71","Pickup"
3086,"Seller USeller ISeller P","Seller Address 90","Express Shipping"
6337,"Seller MSeller SSeller V","Seller Address 56","Courier"
3330,"Seller LSeller JSeller B","Seller Address 87","Express Shipping"
9940,"Seller RSeller DSeller A","Seller Address 92","Pickup"
3475,"Seller JSeller ISeller G","Seller Address 49","Pickup"
4338,"Seller NSeller USeller X","Seller Address 79","Express Shipping"
7511,"Seller KSeller VSeller O","Seller Address 32","Courier"
9276,"Seller TSeller TSeller N","Seller Address 23","Express Shipping"
5778,"Seller HSeller WSeller W","Seller Address 73","Standard Shipping"
8963,"Seller WSeller VSeller O","Seller Address 88","Express Shipping"
1731,"Seller VSeller ISeller H","Seller Address 30","Pickup"
3933,"Seller VSeller PSeller D","Seller Address 18","Courier"
5679,"Seller FSeller LSeller E","Seller Address 12","Standard Shipping"
6879,"Seller SSeller FSeller O","Seller Address 38","Standard Shipping"
8011,"Seller MSeller ISeller P","Seller Address 90","Pickup"
2093,"Seller ISeller YSeller J","Seller Address 42","Standard Shipping"
8074,"Seller KSeller ZSeller W","Seller Address 42","Courier"
1588,"Seller WSeller VSeller H","Seller Address 56","Pickup"
4909,"Seller RSeller ASeller X","Seller Address 72","Pickup"
9063,"Seller WSeller SSeller I","Seller Address 95","Courier"
4407,"Seller ISeller PSeller L","Seller Address 75","Express Shipping"
6605,"Seller ASeller WSeller I","Seller Address 94","Courier"
6511,"Seller USeller HSeller D","Seller Address 33","Express Shipping"
8695,"Seller FSeller MSeller N","Seller Address 12","Courier"
8606,"Seller PSeller LSeller P","Seller Address 36","Express Shipping"
9183,"Seller BSeller OSeller F","Seller Address 90","Courier"
4434,"Seller USeller CSeller A","Seller Address 89","Express Shipping"
9343,"Seller CSeller XSeller M","Seller Address 61","Pickup"
1280,"Seller RSeller VSeller H","Seller Address 69","Courier"
3065,"Seller TSeller USeller V","Seller Address 9","Standard Shipping"
3212,"Seller LSeller WSeller Z","Seller Address 36","Standard Shipping"
2735,"Seller JSeller HSeller L","Seller Address 57","Courier"
9944,"Seller PSeller SSeller V","Seller Address 40","Standard Shipping"
1696,"Seller TSeller USeller O","Seller Address 55","Pickup"
4066,"Seller USeller BSeller L","Seller Address 86","Standard Shipping"
8321,"Seller LSeller DSeller D","Seller Address 59","Express Shipping"
5467,"Seller VSeller USeller F","Seller Address 41","Standard Shipping"
3830,"Seller GSeller YSeller V","Seller Address 62","Courier"
7106,"Seller JSeller ZSeller X","Seller Address 26","Express Shipping"
5497,"Seller ZSeller DSeller H","Seller Address 82","Express Shipping"
9633,"Seller ASeller OSeller Z","Seller Address 35","Courier"
5164,"Seller XSeller YSeller H","Seller Address 85","Pickup"
7348,"Seller RSeller SSeller M","Seller Address 63","Courier"
3218,"Seller WSeller WSeller W","Seller Address 36","Courier"
4515,"Seller KSeller MSeller M","Seller Address 6","Express Shipping"
7514,"Seller XSeller GSeller K","Seller Address 98","Express Shipping"
7837,"Seller WSeller JSeller W","Seller Address 28","Pickup"
7237,"Seller RSeller CSeller E","Seller Address 67","Pickup"
1654,"Seller HSeller WSeller Y","Seller Address 66","Express Shipping"
1877,"Seller FSeller ISeller Y","Seller Address 37","Courier"
7429,"Seller OSeller GSeller R","Seller Address 85","Express Shipping"
3852,"Seller USeller XSeller W","Seller Address 28","Courier"
4581,"Seller DSeller GSeller X","Seller Address 79","Express Shipping"
4893,"Seller JSeller XSeller K","Seller Address 35","Pickup"
4226,"Seller VSeller RSeller N","Seller Address 49","Standard Shipping"
4327,"Seller ISeller OSeller U","Seller Address 84","Pickup"
3424,"Seller YSeller HSeller X","Seller Address 79","Express Shipping"
2561,"Seller VSeller XSeller W","Seller Address 54","Standard Shipping"
2717,"Seller VSeller XSeller U","Seller Address 31","Pickup"
2499,"Seller QSeller TSeller C","Seller Address 13","Courier"
3420,"Seller CSeller QSeller W","Seller Address 6","Courier"
9147,"Seller FSeller ASeller G","Seller Address 4","Courier"
1664,"Seller VSeller YSeller X","Seller Address 37","Pickup"
1305,"Seller CSeller BSeller Z","Seller Address 35","Standard Shipping"
9259,"Seller JSeller JSeller B","Seller Address 77","Express Shipping"
7897,"Seller FSeller USeller U","Seller Address 75","Express Shipping"
6510,"Seller HSeller QSeller C","Seller Address 8","Courier"
3859,"Seller ZSeller ZSeller O","Seller Address 18","Standard Shipping"
5980,"Seller YSeller XSeller D","Seller Address 36","Express Shipping"
4404,"Seller TSeller NSeller A","Seller Address 2","Standard Shipping"
9847,"Seller DSeller SSeller T","Seller Address 3","Express Shipping"
6773,"Seller TSeller LSeller Z","Seller Address 95","Pickup"
9222,"Seller USeller ESeller Y","Seller Address 12","Express Shipping"
1658,"Seller NSeller JSeller S","Seller Address 65","Pickup"
4826,"Seller BSeller TSeller Q","Seller Address 86","Standard Shipping"
8154,"Seller SSeller ASeller V","Seller Address 20","Express Shipping"
1115,"Seller TSeller CSeller K","Seller Address 85","Express Shipping"
4116,"Seller LSeller HSeller U","Seller Address 11","Express Shipping"
8292,"Seller CSeller BSeller O","Seller Address 48","Standard Shipping"
9493,"Seller LSeller CSeller F","Seller Address 93","Express Shipping"
6224,"Seller WSeller WSeller A","Seller Address 28","Courier"
4739,"Seller NSeller VSeller M","Seller Address 63","Standard Shipping"
8160,"Seller BSeller VSeller U","Seller Address 50","Standard Shipping"
1739,"Seller USeller FSeller B","Seller Address 62","Pickup"
1825,"Seller BSeller YSeller P","Seller Address 52","Courier"
8769,"Seller ZSeller PSeller I","Seller Address 33","Express Shipping"
2096,"Seller YSeller ESeller I","Seller Address 45","Standard Shipping"
7299,"Seller RSeller TSeller Z","Seller Address 31","Courier"
4592,"Seller QSeller SSeller A","Seller Address 12","Pickup"
5422,"Seller ZSeller MSeller W","Seller Address 23","Pickup"
2481,"Seller BSeller ESeller F","Seller Address 28","Courier"
3034,"Seller FSeller ISeller U","Seller Address 37","Express Shipping"
8091,"Seller ASeller RSeller A","Seller Address 16","Express Shipping"
5965,"Seller JSeller ZSeller O","Seller Address 60","Express Shipping"
3744,"Seller ZSeller USeller T","Seller Address 41","Courier"
7201,"Seller VSeller RSeller Q","Seller Address 79","Standard Shipping"
7354,"Seller QSeller JSeller B","Seller Address 61","Express Shipping"
1173,"Seller JSeller USeller H","Seller Address 4","Pickup"
7970,"Seller SSeller TSeller R","Seller Address 46","Courier"
9212,"Seller DSeller WSeller Z","Seller Address 64","Express Shipping"
2193,"Seller OSeller FSeller I","Seller Address 23","Courier"
3793,"Seller USeller USeller L","Seller Address 78","Express Shipping"
1486,"Seller XSeller BSeller W","Seller Address 3","Courier"
4245,"Seller LSeller SSeller N","Seller Address 61","Courier"
4371,"Seller NSeller BSeller Y","Seller Address 70","Courier"
1557,"Seller SSeller LSeller A","Seller Address 22","Pickup"
9240,"Seller YSeller BSeller G","Seller Address 6","Express Shipping"
1234,"Seller GSeller BSeller G","Seller Address 92","Pickup"
7019,"Seller ISeller SSeller Y","Seller Address 23","Standard Shipping"
1465,"Seller KSeller ASeller I","Seller Address 76","Courier"
5940,"Seller JSeller DSeller A","Seller Address 53","Standard Shipping"
6636,"Seller CSeller CSeller Y","Seller Address 41","Express Shipping"
5587,"Seller FSeller YSeller M","Seller Address 72","Courier"
9186,"Seller CSeller ASeller R","Seller Address 8","Pickup"
4271,"Seller QSeller DSeller Q","Seller Address 95","Pickup"
2037,"Seller CSeller GSeller A","Seller Address 59","Pickup"
3546,"Seller JSeller BSeller N","Seller Address 56","Express Shipping"
6603,"Seller NSeller ESeller K","Seller Address 8","Standard Shipping"
2458,"Seller USeller ZSeller L","Seller Address 49","Courier"
6808,"Seller LSeller ZSeller M","Seller Address 38","Pickup"
